3274 .   At 10 −43 s 10 −43 s size 12 { " 10 " rSup { size 8 { - " 43 " } } ` s } { } , the average energy reaches the immense 1019 Ge V 1019 Ge V size 12 { " 10 " rSup { size 8 { " 19 " } } ` " Ge V " } { } needed to unify gravity with the other forces in TOE , the Theory of Everything .   Before that time is the TOE epoch , but we have almost no idea as to the nature of the universe then , since we have no workable theory of quantum gravity .   We call [EH] the hypothetical unified force [EH] [ER] superforce [ER] . Now let us imagine starting at TOE and moving forward in time to see what type of universe is created from various events along the way .	Direct-Defines
3274 .   At 10 −43 s 10 −43 s size 12 { " 10 " rSup { size 8 { - " 43 " } } ` s } { } , the average energy reaches the immense 1019 Ge V 1019 Ge V size 12 { " 10 " rSup { size 8 { " 19 " } } ` " Ge V " } { } needed to unify gravity with the other forces in [ER] TOE [ER] , [EH] the Theory of Everything [EH] .   Before that time is the TOE epoch , but we have almost no idea as to the nature of the universe then , since we have no workable theory of quantum gravity .   We call the hypothetical unified force superforce . Now let us imagine starting at TOE and moving forward in time to see what type of universe is created from various events along the way .	AKA
3277 .   We know from Special Relativity that [ER] relativity [ER] is [EH] the study of how different observers measure the same event , particularly if they move relative to one another [EH] .   Einstein ’s theory of general relativity describes all types of relative motion including accelerated motion and the effects of gravity .   General relativity encompasses special relativity and classical relativity in situations where acceleration is zero and relative velocity is small compared with the speed of light .	Direct-Defines
3277 .   We know from Special Relativity that relativity is the study of how different observers measure the same event , particularly if they move relative to one another .   [ER] Einstein ’s theory of general relativity [ER] [EH] describes all types of relative motion including accelerated motion and the effects of gravity [EH] .   General relativity encompasses special relativity and classical relativity in situations where acceleration is zero and relative velocity is small compared with the speed of light .	Direct-Defines
3277 .   We know from Special Relativity that relativity is the study of how different observers measure the same event , particularly if they move relative to one another .   Einstein ’s theory of general relativity describes all types of relative motion including accelerated motion and the effects of gravity .   [ER] General relativity [ER] [EH] encompasses special relativity and classical relativity in situations where acceleration is zero and relative velocity is small compared with the speed of light [EH] .	Direct-Defines
3280 .   Black [ER] holesBlack holes [ER] are [EH] objects having such large gravitational fields that things can fall in , but nothing , not even light , can escape [EH] .   Bodies , like the Earth or the Sun , have what is called an escape velocity .	Direct-Defines
3283 .   These objects were first discovered in 1967 by the British astrophysicists , Jocelyn Bell and Anthony Hewish .   Neutron stars are literally [ER] a star composed of neutrons [ER] .   [EH] They are formed by the collapse of a star ’s core in a supernova , during which electrons and protons are forced together to form neutrons ( the reverse of neutron β β size 12 { β } { } decay ) [EH] .	Supplements
3283 .   These objects were first discovered in 1967 by the British astrophysicists , Jocelyn Bell and Anthony Hewish .   [ER] Neutron stars [ER] are literally [EH] a star composed of neutrons [EH] .   They are formed by the collapse of a star ’s core in a supernova , during which electrons and protons are forced together to form neutrons ( the reverse of neutron β β size 12 { β } { } decay ) .	Direct-Defines
3286 .   Introduced earlier in GUTS : The Unification of Forces Superstring theory is [ER] an attempt to unify gravity with the other three forces and , thus , must contain quantum gravity [ER] .   [EH] The main tenet of Superstring theory is that fundamental particles , including the graviton that carries the gravitational force , act like one - dimensional vibrating strings [EH] .	Supplements
3286 .   Introduced earlier in GUTS : The Unification of Forces [ER] Superstring theory [ER] is [EH] an attempt to unify gravity with the other three forces and , thus , must contain quantum gravity [EH] .   The main tenet of Superstring theory is that fundamental particles , including the graviton that carries the gravitational force , act like one - dimensional vibrating strings .	Direct-Defines
3289 .   Finally , the most recent measurements of the CMBR have implications for the cosmological constant , so it is not simply a device concocted for a single purpose . After the recent experimental discovery of the cosmological constant , most researchers feel that the universe should be just barely open .   Since matter can be thought to curve the space around it , we call an open universe [ER] negatively curved [ER] .   This means that [EH] you can in principle travel an unlimited distance in any direction [EH] .	Direct-Defines
3292 .   The question is open as to how many planets or other bodies smaller than about 1/1000 the mass of the Sun are there .   If such bodies pass between us and a star , they will not block the star ’s light , being too small , but they will form a gravitational lens , as discussed in General Relativity and Quantum Gravity .   In a process called [ER] microlensing [ER] , [EH] light from the star is focused and the star appears to brighten in a characteristic manner [EH] .   Searches for dark matter in this form are particularly interested in galactic halos because of the huge amount of mass that seems to be there .	Direct-Defines
3295 .   The most radical proposal to explain dark matter is that it consists of previously unknown leptons ( sometimes obtusely referred to as non - baryonic matter ) .   These are called [ER] weakly interacting massive particles [ER] , or [EH] WIMPs [EH] , and would also be chargeless , thus interacting negligibly with normal matter , except through gravitation .   One proposed group of WIMPs would have masses several orders of magnitude greater than nucleons and are sometimes called neutralinos .	AKA
3295 .   The most radical proposal to explain dark matter is that it consists of previously unknown leptons ( sometimes obtusely referred to as non - baryonic matter ) .   These are called weakly interacting massive particles , or WIMPs , and would also be chargeless , thus interacting negligibly with normal matter , except through gravitation .   [EH] One proposed group of WIMPs would have masses several orders of magnitude greater than nucleons [EH] and are sometimes called [ER] neutralinos [ER] .	Direct-Defines
3295 .   The most radical proposal to explain dark matter is that it consists of previously unknown leptons ( sometimes obtusely referred to as non - baryonic matter ) .   These are called [ER] weakly interacting massive particles [ER] , or WIMPs , and would also be [EH] chargeless , thus interacting negligibly with normal matter , except through gravitation [EH] .   One proposed group of WIMPs would have masses several orders of magnitude greater than nucleons and are sometimes called neutralinos .	Direct-Defines
3298 .   It is also based partly in physics and treats broad classes of phenomena from many disciplines .   [ER] Chaos [ER] is [EH] a word used to describe systems whose outcomes are extremely sensitive to initial conditions [EH] .   The orbit of the planet Pluto , for example , may be chaotic in that it can change tremendously due to small interactions with other planets .	Direct-Defines
3301 .   For example , if you ride a train past a stationary warning bell , you will hear the bell ’s frequency shift from high to low as you pass by .   [EH] The actual change in frequency due to relative motion of source and observer [EH] is called [ER] a Doppler shift [ER] .   The Doppler effect and Doppler shift are named for the Austrian physicist and mathematician Christian Johann Doppler ( 1803 – 1853 ) , who did experiments with both moving sources and moving observers .	Direct-Defines
3304 .   Power is associated by many people with electricity .   Knowing that [ER] power [ER] is [EH] the rate of energy use or energy conversion [EH] , what is the expression for electric power ?   Power transmission lines might come to mind .	Direct-Defines
3307 .   Lawrence was involved in many early discoveries and in the promotion of physics programs in American universities .   He was awarded the 1939 Nobel Prize in Physics for the cyclotron and nuclear activations , and he has an element and two major laboratories named for him .   [ER] A synchrotron [ER] is [EH] a version of a cyclotron in which the frequency of the alternating voltage and the magnetic field strength are increased as the beam particles are accelerated [EH] .   Particles are made to travel the same distance in a shorter time with each cycle in fixed - radius orbits .	Direct-Defines
3310 .   Its cost as well as the politics of international research funding led to its demise .   In addition to the large synchrotrons that produce colliding beams of protons and antiprotons , there are other large electron - positron accelerators .   The oldest of these was a straight - line or linear accelerator , called the Stanford Linear Accelerator ( SLAC ) , which accelerated particles up to 50 GeV as seen in [ link ] .   Positrons created by the accelerator were brought to the same energy and collided with electrons in specially designed detectors 3246 .   The pion must then be captured and , thus , can not be directly observed because that would amount to a permanent violation of mass - energy conservation .   Such particles ( like the pion above ) are called [ER] virtual particles [ER] , because [EH] they can not be directly observed but their effects can be directly observed [EH] .   Realizing all this , Yukawa used the information on the range of the strong nuclear force to estimate the mass of the pion , the particle that carries it .	Direct-Defines
3310 .   Its cost as well as the politics of international research funding led to its demise .   In addition to the large synchrotrons that produce colliding beams of protons and antiprotons , there are other large electron - positron accelerators .   The oldest of these was [EH] a straight - line or linear accelerator [EH] , called [ER] the Stanford Linear Accelerator [ER] ( SLAC ) , which accelerated particles up to 50 GeV as seen in [ link ] .   Positrons created by the accelerator were brought to the same energy and collided with electrons in specially designed detectors 3246 .   The pion must then be captured and , thus , can not be directly observed because that would amount to a permanent violation of mass - energy conservation .   Such particles ( like the pion above ) are called virtual particles , because they can not be directly observed but their effects can be directly observed .   Realizing all this , Yukawa used the information on the range of the strong nuclear force to estimate the mass of the pion , the particle that carries it .	Direct-Defines
3310 .   Its cost as well as the politics of international research funding led to its demise .   In addition to the large synchrotrons that produce colliding beams of protons and antiprotons , there are other large electron - positron accelerators .   The oldest of these was [ER] a straight - line or linear accelerator [ER] , called the Stanford Linear Accelerator ( SLAC ) , [EH] which accelerated particles up to 50 GeV [EH] as seen in [ link ] .   Positrons created by the accelerator were brought to the same energy and collided with electrons in specially designed detectors 3246 .   The pion must then be captured and , thus , can not be directly observed because that would amount to a permanent violation of mass - energy conservation .   Such particles ( like the pion above ) are called virtual particles , because they can not be directly observed but their effects can be directly observed .   Realizing all this , Yukawa used the information on the range of the strong nuclear force to estimate the mass of the pion , the particle that carries it .	fragment
3310 .   Its cost as well as the politics of international research funding led to its demise .   In addition to the large synchrotrons that produce colliding beams of protons and antiprotons , there are other large electron - positron accelerators .   The oldest of these was a straight - line or linear accelerator , called [ER] the Stanford Linear Accelerator [ER] ( [EH] SLAC [EH] ) , which accelerated particles up to 50 GeV as seen in [ link ] .   Positrons created by the accelerator were brought to the same energy and collided with electrons in specially designed detectors 3246 .   The pion must then be captured and , thus , can not be directly observed because that would amount to a permanent violation of mass - energy conservation .   Such particles ( like the pion above ) are called virtual particles , because they can not be directly observed but their effects can be directly observed .   Realizing all this , Yukawa used the information on the range of the strong nuclear force to estimate the mass of the pion , the particle that carries it .	AKA
3255 .   Quarks have been mentioned at various points in this text as fundamental building blocks and members of the exclusive club of truly elementary particles .   Note that an elementary or [ER] fundamental particle [ER] [EH] has no substructure ( it is not made of other particles ) and has no finite size other than its wavelength [EH] .   This does not mean that fundamental particles are stable — some decay , while others do not .	Direct-Defines
3264 .   The analogy to the unification of electric and magnetic forces is quite good — the four forces are distinct under normal circumstances , but there are hints of connections even on the atomic scale , and there may be conditions under which the forces are intimately related and even indistinguishable .   The search for a correct theory linking the forces , called [ER] the Grand Unified Theory [ER] ( [EH] GUT [EH] ) , is explored in this section in the realm of particle physics .   Frontiers of Physics expands the story in making a connection with cosmology , on the opposite end of the distance scale .   [ link ] is a Feynman diagram showing how the weak nuclear force is transmitted by the carrier particle Z 0 Z 0 size 12 { Z rSup { size 8 { 0 } } } { } , similar to the diagrams in [ link ] and [ link ] for the electromagnetic and strong nuclear forces .	AKA
3270 .   And the nature of the universe has implications for unexplored regions of particle physics .   [ER] Cosmology [ER] is [EH] the study of the character and evolution of the universe [EH] .   What are the major characteristics of the universe as we know them today ?	Direct-Defines
3273 .   " 002 " ` K } { } .   The detection of what is now called [ER] the cosmic microwave background [ER] ( [EH] CMBR [EH] ) was so important ( generally considered as important as Hubble ’s detection that the galactic red shift is proportional to distance ) that virtually every scientist has accepted the expansion of the universe as fact .   Penzias and Wilson shared the 1978 Nobel Prize in Physics for their discovery .	AKA
3279 .   By 1916 , he had laid the foundation of general relativity , again almost on his own .   Much of what Einstein did to develop his ideas was [EH] to mentally analyze certain carefully and clearly defined situations [EH] — doing this is to perform [ER] a thought experiment [ER] .   [ link ] illustrates a thought experiment like the ones that convinced Einstein that light must fall in a gravitational field .	Direct-Defines
3285 .   Gravitational wavesIf a massive object distorts the space around it , like the foot of a water bug on the surface of a pond , then movement of the massive object should create waves in space like those on a pond .   [ER] Gravitational waves [ER] are [EH] mass - created distortions in space that propagate at the speed of light and are predicted by general relativity [EH] .   Since gravity is by far the weakest force , extreme conditions are needed to generate significant gravitational waves .	Direct-Defines
3297 .   The simple laws of physics apply , of course , but complex systems may reveal patterns that simple systems do not .   [ER] The emerging field of complexity [ER] is [EH] devoted to the study of complex systems , including those outside the traditional bounds of physics [EH] .   Of particular interest is the ability of complex systems to adapt and evolve .	Direct-Defines
3303 .   Sonic booms are one example of a broader phenomenon called bow wakes .   [ER] A bow wake [ER] , such as the one in [ link ] , is [EH] created when the wave source moves faster than the wave propagation speed [EH] .   Water waves spread out in circles from the point where created , and the bow wake is the familiar V - shaped wake trailing the source .	Direct-Defines
3309 .   One solution to this problem is to have head - on collisions between particles moving in opposite directions .   Colliding beams are made to meet head - on at points where massive detectors are located .   Since the total incoming momentum is zero , it is possible to create particles with momenta and kinetic energies near zero 4617 .   Comparisons of high and low incomes raise two different issues : economic inequality and poverty .   [ER] Poverty is measured by the number of people who fall below a certain level of income — called the poverty line — that defines the income needed for a basic standard of living .   Poverty [ER] is [EH] measured by the number of people who fall below a certain level of income — called the poverty line — that defines the income needed for a basic standard of living [EH] .	Direct-Defines
3309 .   One solution to this problem is to have head - on collisions between particles moving in opposite directions .   Colliding beams are made to meet head - on at points where massive detectors are located .   Since the total incoming momentum is zero , it is possible to create particles with momenta and kinetic energies near zero 4617 .   Comparisons of high and low incomes raise two different issues : economic inequality and poverty .   Poverty is measured by the number of people who fall below a certain level of income — called [ER] the poverty line [ER] — that [EH] defines the income needed for a basic standard of living [EH] .   Poverty is measured by the number of people who fall below a certain level of income — called the poverty line — that defines the income needed for a basic standard of living .	Direct-Defines
4626 .   The U.S. government has implemented a number of programs to assist those below the poverty line and those who have incomes just above the poverty line , who are referred to as the near - poor .   [EH] The U.S. government has implemented a number of programs to assist those below the poverty line and those who have incomes just above the poverty line , who are referred to as the near - poor [EH] .   Such programs are called [ER] the safety net [ER] , in recognition of the fact that they offer some protection for those who find themselves without jobs or income .	Direct-Defines
4626 .   The U.S. government has implemented a number of programs to assist those below the poverty line and [EH] those who have incomes just above the poverty line [EH] , who are referred to as [ER] the near - poor [ER] .   The U.S. government has implemented a number of programs to assist those below the poverty line and those who have incomes just above the poverty line , who are referred to as the near - poor .   Such programs are called the safety net , in recognition of the fact that they offer some protection for those who find themselves without jobs or income .	Direct-Defines
4629 .   From the Great Depression of the 1930s until 1996 , the United States ’ most visible antipoverty program was Aid to Families with Dependent Children ( [ER] AFDC [ER] ) , which provided cash payments to mothers with children who were below the poverty line .   This program was often just called “ [EH] welfare [EH] . ” In 1996 , Congress passed and President Bill Clinton signed into law the Personal Responsibility and Work Opportunity Reconciliation Act , more commonly called the “ welfare reform act . ” The new law replaced AFDC with Temporary Assistance for Needy Families ( TANF ) .	AKA
4629 .   From the Great Depression of the 1930s until 1996 , the United States ’ most visible antipoverty program was Aid to Families with Dependent Children ( [ER] AFDC [ER] ) , which [EH] provided cash payments to mothers with children who were below the poverty line [EH] .   This program was often just called “ welfare . ” In 1996 , Congress passed and President Bill Clinton signed into law the Personal Responsibility and Work Opportunity Reconciliation Act , more commonly called the “ welfare reform act . ” The new law replaced AFDC with Temporary Assistance for Needy Families ( TANF ) .	Direct-Defines
4629 .   From the Great Depression of the 1930s until 1996 , the United States ’ most visible antipoverty program was [EH] Aid to Families with Dependent Children [EH] ( [ER] AFDC [ER] ) , which provided cash payments to mothers with children who were below the poverty line .   This program was often just called “ welfare . ” In 1996 , Congress passed and President Bill Clinton signed into law the Personal Responsibility and Work Opportunity Reconciliation Act , more commonly called the “ welfare reform act . ” The new law replaced AFDC with Temporary Assistance for Needy Families ( TANF ) .	AKA
4632 .   Often called “ [ER] food stamps [ER] , ” [EH] Supplemental Nutrition Assistance Program ( SNAP ) [EH] is a federally funded program , started in 1964 , in which each month poor people receive a card like a debit card that they can use to buy food .   The amount of food aid for which a household is eligible varies by income , number of children , and other factors but , in general , households are expected to spend about 30 % of their own net income on food , and if 30 % of their net income is not enough to purchase a nutritionally adequate diet , then those households are eligible for SNAP .   SNAP can contribute to the poverty trap .	AKA
4632 .   Often called “ [ER] food stamps [ER] , ” Supplemental Nutrition Assistance Program ( SNAP ) is [EH] a federally funded program , started in 1964 , in which each month poor people receive a card like a debit card that they can use to buy food [EH] .   The amount of food aid for which a household is eligible varies by income , number of children , and other factors but , in general , households are expected to spend about 30 % of their own net income on food , and if 30 % of their net income is not enough to purchase a nutritionally adequate diet , then those households are eligible for SNAP .   SNAP can contribute to the poverty trap .	Direct-Defines
4635 .   [ER] Medicaid [ER] was [EH] created by Congress in 1965 and is a joint health insurance program entered into by both the states and the federal government [EH] .   The federal government helps fund Medicaid , but each state is responsible for administering the program , determining the level of benefits , and determining eligibility .	Direct-Defines
4638 .   For example , you could draw a bar graph that showed the share of income going to each fifth of the income distribution .   [ link ] presents an alternative way of showing inequality data in what is called a Lorenz curve .   [ER] The Lorenz curve [ER] [EH] shows the cumulative share of population on the horizontal axis and the cumulative percentage of total income received on the vertical axis [EH] .	Direct-Defines
4647 .   A labor union seeks to change the balance of power between employers and workers by requiring employers to deal with workers collectively , rather than as individuals .   Thus , [EH] negotiations between unions and firms [EH] are sometimes called [ER] collective bargaining [ER] . The subject of labor unions can be controversial .   Supporters of labor unions view them as the workers ’ primary line of defense against efforts by profit - seeking firms to hold down wages and benefits .	Direct-Defines
4647 .   [ER] A labor union [ER] [EH] seeks to change the balance of power between employers and workers by requiring employers to deal with workers collectively , rather than as individuals [EH] .   Thus , negotiations between unions and firms are sometimes called collective bargaining . The subject of labor unions can be controversial .   Supporters of labor unions view them as the workers ’ primary line of defense against efforts by profit - seeking firms to hold down wages and benefits .	Direct-Defines
4650 .   Two key issues in the dispute were the desire of the shipping companies and port operators to use handheld scanners for record - keeping and computer - operated cabs for loading and unloading ships — changes which the union opposed , along with overtime pay .   President Obama threatened to use [EH] the Labor Management Relations Act of 1947 [EH] — commonly known as [ER] the Taft - Hartley Act [ER] — where a court can impose an 80 - day “ cooling - off period ” in order to allow time for negotiations to proceed without the threat of a work stoppage .   Federal mediators were called in , and the two sides agreed to a deal in February 2015 .	AKA
4650 .   Two key issues in the dispute were the desire of the shipping companies and port operators to use handheld scanners for record - keeping and computer - operated cabs for loading and unloading ships — changes which the union opposed , along with overtime pay .   President Obama threatened to use the Labor Management Relations Act of 1947 — commonly known as [ER] the Taft - Hartley Act [ER] — [EH] where a court can impose an 80 - day “ cooling - off period ” in order to allow time for negotiations to proceed without the threat of a work stoppage [EH] .   Federal mediators were called in , and the two sides agreed to a deal in February 2015 .	Direct-Defines
4653 .   The close connection between union membership and a friendly legal environment is apparent in the history of U.S. unions .   The great rise in union membership in the 1930s followed the passage of [ER] the National Labor - Management Relations Act of 1935 [ER] , which [EH] specified that workers had a right to organize unions and that management had to give them a fair chance to do so [EH] .   The U.S. government strongly encouraged the formation of unions during the early 1940s in the belief that unions would help to coordinate the all - out production efforts needed during World War II .	Direct-Defines
4659 .   [ER] The Civil Rights Act of 1964 [ER] [EH] prohibits employment discrimination based on race , color , religion , sex , or national origin [EH] .   The Age Discrimination in Employment Act of 1967 prohibited discrimination on the basis of age against individuals who are 40 years of age or older .   The Civil Rights Act of 1991 provides monetary damages in cases of intentional employment discrimination .	Direct-Defines
4659 .   The Civil Rights Act of 1964 prohibits employment discrimination based on race , color , religion , sex , or national origin .   [ER] The Age Discrimination in Employment Act of 1967 [ER] [EH] prohibited discrimination on the basis of age against individuals who are 40 years of age or older [EH] .   The Civil Rights Act of 1991 provides monetary damages in cases of intentional employment discrimination .	Direct-Defines
4659 .   The Civil Rights Act of 1964 prohibits employment discrimination based on race , color , religion , sex , or national origin .   The Age Discrimination in Employment Act of 1967 prohibited discrimination on the basis of age against individuals who are 40 years of age or older .   [ER] The Civil Rights Act of 1991 [ER] [EH] provides monetary damages in cases of intentional employment discrimination [EH] .	Direct-Defines
4665 .   In August 2009 , many members of the U.S. Congress used their summer recess to return to their home districts and hold town hall - style meetings to discuss [EH] President Obama ’s proposed changes to the U.S. healthcare system .   In August 2009 , many members of the U.S. Congress used their summer recess to return to their home districts and hold town hall - style meetings to discuss President Obama ’s proposed changes to the U.S. healthcare system [EH] .   This was officially known as the Patient Protection and Affordable Care Act ( PPACA ) or as the Affordable Care Act ( [ER] ACA ) , but was more popularly known as Obamacare .   This was officially known as the Patient Protection and Affordable Care Act ( PPACA ) or as the Affordable Care Act ( ACA [ER] ) , but was more popularly known as Obamacare .   The bill ’s opponents ’ claims ranged from the charge that the changes were unconstitutional and would add $ 750 billion to the deficit , to extreme claims about the inclusion of things like the implantation of microchips and so - called “ death panels ” that decide which critically - ill patients receive care and which do not .	Direct-Defines
4668 .   Also , the transaction may be characterized by [ER] asymmetric information [ER] , in which [EH] one party has more information than the other regarding the economic transaction [EH] .   Let ’s begin with some examples of how imperfect information complicates transactions in goods , labor , and financial capital markets .   The presence of imperfect information can easily cause a decline in prices or quantities of products sold .	Direct-Defines
4671 .   A market with few buyers and few sellers is sometimes referred to as a thin market .   By contrast , [EH] a market with many buyers and sellers [EH] is called [ER] a thick market [ER] .   When imperfect information is severe and buyers and sellers are discouraged from participating , markets may become extremely thin as a relatively small number of buyer and sellers attempt to communicate enough information that they can agree on a price .	Direct-Defines
4671 .   [EH] A market with few buyers and few sellers [EH] is sometimes referred to as [ER] a thin market [ER] .   By contrast , a market with many buyers and sellers is called a thick market .   When imperfect information is severe and buyers and sellers are discouraged from participating , markets may become extremely thin as a relatively small number of buyer and sellers attempt to communicate enough information that they can agree on a price .	Direct-Defines
4677 .   Sellers may offer [ER] a warranty [ER] , which is [EH] a promise to fix or replace the good , at least for a certain period of time [EH] .   The seller may also offer a buyer a chance to buy a service contract , where the buyer pays an extra amount and the seller agrees to fix anything that goes wrong for a set time period .   Service contracts are often used with large purchases such as cars , appliances and even houses .	Direct-Defines
4677 .   Sellers may offer a warranty , which is a promise to fix or replace the good , at least for a certain period of time .   The seller may also offer a buyer a chance to buy [ER] a service contract [ER] , where [EH] the buyer pays an extra amount and the seller agrees to fix anything that goes wrong for a set time period [EH] .   Service contracts are often used with large purchases such as cars , appliances and even houses .	Direct-Defines
4680 .   In the financial capital market , before a bank makes a loan , it requires a prospective borrower fill out forms regarding the sources of income ; in addition , the bank conducts a credit check on the individual ’s past borrowing .   Another approach is to require [ER] a cosigner on a loan [ER] ; that is , [EH] another person or firm who legally pledges to repay some or all of the money if the original borrower does not do so [EH] .	Direct-Defines
4683 .   Insurance is a method that households and firms use to prevent any single event from having a significant detrimental financial effect .   Generally , [EH] households or firms with insurance make regular payments [EH] , called [ER] premiums [ER] .	Direct-Defines
4683 .   [ER] Insurance [ER] is [EH] a method that households and firms use to prevent any single event from having a significant detrimental financial effect [EH] .   Generally , households or firms with insurance make regular payments , called premiums .	Direct-Defines
4686 .   [ER] Unemployment insurance [ER] [EH] : Employers in every state pay a small amount for unemployment insurance , which goes into a fund that is used to pay benefits to workers for a period of time , usually six months , after they lose their jobs [EH] .	Direct-Defines
4689 .   [ER] Workman ’s compensation insurance [ER] : [EH] Employers are required by law to pay a small percentage of the salaries that they pay into funds , typically run at the state level , that are used to pay benefits to workers who suffer an injury on the job [EH] .	Direct-Defines
4692 .   [ER] Moral hazard [ER] refers to [EH] the case when people engage in riskier behavior with insurance than they would if they did not have insurance [EH] .   For example , if you have health insurance that covers the cost of visiting the doctor , you may be less likely to take precautions against catching an illness that might require a doctor ’s visit .	Direct-Defines
4695 .   Health insurance policies often have a copayment , in which the policyholder must pay a small amount ; for example , a person might have to pay $ 20 for each doctor visit , and the insurance company would cover the rest .   Another method of cost - sharing is [ER] coinsurance [ER] , which means that [EH] the insurance company covers a certain percentage of the cost [EH] .   For example , insurance might pay for 80 % of the costs of repairing a home after a fire , but the homeowner would pay the other 20 % .	Direct-Defines
